,PRIM_STATE,AREA,AREA_TITLE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,year
127971,UT,39340,"Provo-Orem, UT",49-0000,"Installation, maintenance, and repair occupations",major,5570,8.9,15.96,33200,2.4,8.83,11.26,14.97,19.16,24.97,18370,23420,31130,39850,51950,2006
127993,UT,39340,"Provo-Orem, UT",51-0000,Production occupations,major,14290,4.5,12.64,26280,1.7,7.26,8.89,11.38,15.14,19.59,15110,18480,23670,31500,40740,2006
128045,UT,39340,"Provo-Orem, UT",53-0000,Transportation and material moving occupations,major,7700,6.1,12.04,25030,2.6,6.54,8.04,10.42,14.65,20.60,13600,16710,21670,30460,42850,2006
128063,UT,41100,"St. George, UT",11-0000,Management occupations,major,1480,5.3,33.35,69370,3.2,15.55,20.94,29.20,40.19,56.25,32340,43560,60740,83590,117000,2006
128076,UT,41100,"St. George, UT",13-0000,Business and financial operations occupations,major,1250,12.0,24.58,51120,5.7,12.70,16.06,20.33,27.42,41.68,26420,33410,42280,57040,86700,2006
128085,UT,41100,"St. George, UT",15-0000,Computer and mathematical occupations,major,390,10.5,22.61,47030,11.6,10.23,12.50,17.83,28.85,47.78,21270,26010,37090,60000,99390,2006
128091,UT,41100,"St. George, UT",17-0000,Architecture and engineering occupations,major,420,11.0,23.81,49530,4.1,12.69,16.62,21.92,28.71,36.40,26400,34570,45600,59710,75710,2006
128095,UT,41100,"St. George, UT",19-0000,"Life, physical, and social science occupations",major,560,6.0,17.38,36160,14.9,6.73,9.65,14.38,22.64,34.07,14010,20070,29910,47090,70860,2006
128099,UT,41100,"St. George, UT",21-0000,Community and social services occupations,major,1180,10.5,14.21,29560,5.6,8.18,9.37,12.65,17.71,23.43,17000,19480,26310,36830,48740,2006
128105,UT,41100,"St. George, UT",23-0000,Legal occupations,major,160,16.8,29.52,61400,6.8,12.74,16.02,25.55,41.38,54.88,26510,33320,53150,86070,114150,2006
128109,UT,41100,"St. George, UT",25-0000,"Education, training, and library occupations",major,2140,6.1,15.35,31920,2.7,7.88,9.56,14.99,20.04,23.70,16380,19880,31180,41690,49290,2006
128115,UT,41100,"St. George, UT",27-0000,"Arts, design, entertainment, sports, and media occupations",major,500,6.7,14.71,30600,3.2,8.11,10.49,13.28,17.73,24.25,16860,21820,27610,36880,50440,2006
128120,UT,41100,"St. George, UT",29-0000,Healthcare practitioners and technical occupations,major,2380,10.6,25.06,52130,5.0,11.30,16.18,22.63,29.06,39.75,23500,33650,47060,60450,82670,2006
128129,UT,41100,"St. George, UT",31-0000,Healthcare support occupations,major,1320,6.6,11.25,23400,3.3,7.90,8.89,10.14,11.81,14.67,16430,18490,21090,24570,30520,2006
128135,UT,41100,"St. George, UT",33-0000,Protective service occupations,major,750,9.6,14.98,31150,4.3,7.02,10.23,14.48,18.36,24.07,14600,21290,30120,38190,50060,2006
128140,UT,41100,"St. George, UT",35-0000,Food preparation and serving related occupations,major,4450,3.6,8.54,17760,2.7,5.74,6.44,7.74,10.17,12.81,11940,13390,16110,21150,26630,2006
128155,UT,41100,"St. George, UT",37-0000,Building and grounds cleaning and maintenance occupations,major,2580,15.6,10.40,21630,3.4,6.65,7.99,9.47,12.16,15.84,13830,16620,19690,25290,32940,2006
128161,UT,41100,"St. George, UT",39-0000,Personal care and service occupations,major,1060,8.9,12.57,26150,7.2,6.52,7.85,9.81,16.08,21.85,13560,16330,20400,33440,45440,2006
128171,UT,41100,"St. George, UT",41-0000,Sales and related occupations,major,5840,5.1,14.11,29340,3.9,7.11,8.16,10.58,16.04,25.78,14790,16970,22000,33370,53630,2006
128188,UT,41100,"St. George, UT",43-0000,Office and administrative support occupations,major,7950,3.6,11.99,24930,1.5,7.24,9.24,11.39,14.24,17.46,15070,19210,23700,29620,36330,2006
128223,UT,41100,"St. George, UT",45-0000,"Farming, fishing, and forestry occupations",major,**,**,10.97,22830,3.9,8.41,9.32,10.24,11.17,14.17,17490,19380,21300,23230,29470,2006
